name,taxon_id,family,count
,,52425,0
Chrysopidia ciliata,546168,52425,15
Chrysopilus asiliformis,470605,60470,199
Chrysopilus cristatus,70404,60470,403
Chrysopilus erythrophthalmus,497597,60470,6
,,60470,0
Chrysopilus laetus,497040,60470,21
Chrysopilus luteolus,1200591,60470,3
Chrysopilus nubecula,901828,60470,19
Chrysopilus splendidus,321702,60470,23
Chrysopophthorus hungaricus,917503,63187,13
,,63187,0
Chrysops caecutiens,334352,47821,563
Chrysops divaricatus,904805,47821,36
Chrysops flavipes,717799,47821,6
Chrysops italicus,1082131,47821,59
Chrysops parallelogrammus,1082129,47821,1
Chrysops relictus,130392,47821,897
Chrysops rufipes,988918,47821,3
Chrysops sepulcralis,739461,47821,7
Chrysops viduatus,493199,47821,315
Chrysosomopsis aurata,470662,51953,18
Chrysoteuchia culmella,130188,52002,7761
Chrysotimus flaviventris,1200313,68020,9
Chrysotimus molliculus,988919,68020,2
Chrysotoxum arcuatum,469386,49995,76
Chrysotoxum bicinctum,337019,49995,1161
Chrysotoxum cautum,124549,49995,312
Chrysotoxum cisalpinum,525914,49995,2
Chrysotoxum elegans,339538,49995,73
Chrysotoxum fasciolatum,606096,49995,8
Chrysotoxum festivum,451465,49995,611
Chrysotoxum gracile,1281697,49995,1
Chrysotoxum intermedium,469493,49995,342
Chrysotoxum lineare,1233156,49995,4
Chrysotoxum octomaculatum,486686,49995,12
Chrysotoxum parmense,1179436,49995,3
Chrysotoxum vernale,486687,49995,33
Chrysotoxum verralli,486688,49995,69
Chrysotoxum volaticum,1096283,49995,1
,,68020,0
,,68020,0
,,68020,0
,,68020,0
,,68020,0
Chrysotus gramineus,657780,68020,1
,,68020,0
,,68020,0
,,68020,0
,,68020,0
,,68020,0
,,68020,0
Chrysotus suavis,988924,68020,2
,,47371,0
Chrysura austriaca,1104831,126149,52
Chrysura candens,823681,126149,7
Chrysura cuprea,1064373,126149,40
Chrysura dichroa,900687,126149,1
,,126149,0
Chrysura hirsuta,988925,126149,1
Chrysura hybrida,823682,126149,10
Chrysura ignifrons,1118310,126149,4
,,126149,0
Chrysura purpureifrons,902659,126149,3
Chrysura refulgens,467426,126149,24
Chrysura rufiventris,1081506,126149,9
Chrysura simplex,1269170,126149,1
Chrysura trimaculata,1065352,126149,7
Chrysura varicornis,557329,126149,1
,,172429,0
,,172429,0
Chthonius ischnocheles,750924,172429,3
,,172429,0
Chthonius tenuis,558361,172429,2
,,172429,0
Chydorus brevilabris,1156195,85693,2
,,85693,0
,,85693,0
Chydorus ovalis,483928,85693,1
Chydorus sphaericus,474050,85693,13
Chyliza annulipes,547127,319827,11
Chyliza extenuata,466712,319827,21
Chyliza leptogaster,768402,319827,10
Chyliza nova,1279408,319827,1
Chyliza vittata,713706,319827,6
,,67742,0
Chyromya flava,625698,329822,1
,,329822,0
Chyromya oppidana,712448,329822,2
Cicada orni,243961,50186,2634
Cicadatra atra,82825,50186,192
Cicadella lasiocarpae,53233,53237,2
Cicadella viridis,52447,53237,3143
Cicadetta brevipennis,739580,50186,2
Cicadetta cantilatrix,914357,50186,2
,,50186,0
Cicadetta montana,362341,50186,248
,,50186,0
Cicadetta petryi,1257169,50186,4
,,50186,0
Cicadula albingensis,914358,53237,1
,,53237,0
,,53237,0
,,53237,0
,,53237,0
,,53237,0
Cicadula placida,739612,53237,5
Cicadula quadrinotata,914363,53237,1
,,53237,0
,,53237,0
Cicindela campestris,130143,49567,5411
Cicindela gallica,473842,49567,282
Cicindela hybrida,367148,49567,2097
Cicindela maritima,473654,49567,60
Cicindela maroccana,311261,49567,225
Cicindela sylvatica,469714,49567,262
Cicindela sylvicola,489643,49567,558
Cicurina cicur,446772,153505,118
Cidaphus alarius,1264372,47199,1
Cidaria fulvata,322804,49530,693
Cidnopus aeruginosus,543864,53248,74
Cidnopus pilosus,461706,53248,213
,,53248,0
Cilea silphoides,174341,47951,9
Cilix glaucata,205156,84430,1157
Cilix hispanica,538400,84430,99
,,49567,0
Cimberis attelaboides,748585,174369,24
Cimbex connatus,62417,53844,219
Cimbex fagi,467030,53844,13
Cimbex femoratus,333695,53844,958
Cimbex luteus,467028,53844,49
Cimbex quadrimaculatus,467029,53844,99
,,53667,0
,,53667,0
Cimex lectularius,69658,53667,384
,,52381,0
,,52381,0
,,52381,0
,,52381,0
Cinara confinis,454307,52381,4
,,52381,0
,,52381,0
,,52381,0
,,52381,0
Cinara juniperi,387619,52381,2
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
Cinara pectinatae,988196,52381,2
Cinara piceae,988302,52381,4
,,52381,0
Cinara pilicornis,387627,52381,1
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
Cinara tujafilina,387628,52381,6
Cinetata gradata,786612,67599,2
,,203213,0
,,203213,0
Cinochira atra,625507,51953,5
Cionellus gibbifrons,1443285,48736,1
Cionus alauda,547763,48736,48
Cionus clairvillei,1085313,48736,1
,,48736,0
Cionus hortulanus,547762,48736,94
,,48736,0
Cionus montanus,1181039,48736,29
,,48736,0
Cionus olens,547760,48736,9
Cionus olivieri,867856,48736,23
Cionus scrophulariae,451377,48736,307
Cionus thapsus,901900,48736,5
Cionus tuberculosus,487179,48736,259
,,53237,0
,,53237,0
,,85012,0
,,85012,0
,,85012,0
,,85012,0
,,85012,0
Cirrospilus viticola,1083874,85012,1
,,85012,0
Cis bidentatus,627056,82343,5
Cis boleti,410761,82343,12
Cis castaneus,547802,82343,13
,,82343,0
,,82343,0
,,82343,0
,,82343,0
Cis fissicollis,962248,82343,1
,,82343,0
Cis fusciclavis,570914,82343,1
Cis glabratus,606064,82343,7
,,82343,0
Cis lineatocribratus,597394,82343,2
Cis micans,547801,82343,11
,,82343,0
,,82343,0
,,82343,0
,,82343,0
,,82343,0
,,82343,0
,,82343,0
Cis vestitus,986911,82343,1
,,82343,0
,,82343,0
Cistapion cyanescens,1014312,61949,3
Cistogaster globosa,710057,51953,94
,,50168,0
Civizelotes civicus,783482,50168,1
,,50168,0
,,50168,0
,,50168,0
,,50168,0
,,174056,0
Cixidia pilatoi,739606,174056,8
Cixidia sikaniae,961321,174056,4
Cixidia skaloula,1026225,174056,3
,,84074,0
,,84074,0
Cixius cambricus,899859,84074,1
,,84074,0
Cixius cunicularius,735025,84074,66
Cixius distinguendus,748586,84074,7
,,84074,0
Cixius nervosus,512498,84074,59
,,84074,0
,,84074,0
,,84074,0
,,84074,0
Cixius similis,748587,84074,1
,,84074,0
Cixius sticticus,914373,84074,1
,,84074,0
Cladardis elongatula,1251184,60628,5
Cladius pectinicornis,628325,60628,249
,,53275,0
,,53275,0
,,53275,0
,,53275,0
,,53275,0
,,53275,0
,,53275,0
,,53275,0
,,53275,0
Clairvillia biguttata,467351,51953,13
,,174593,0
,,174593,0
,,174593,0
,,174593,0
,,174593,0
,,174593,0
,,174593,0
Clanoneurum cimiciforme,1028526,84670,2
Clanoptilus abdominalis,480247,82067,89
Clanoptilus affinis,1086612,82067,3
Clanoptilus arnaizi,1076928,82067,12
,,82067,0
Clanoptilus curticornis,1155816,82067,1
Clanoptilus elegans,550984,82067,315
Clanoptilus emarginatus,903585,82067,7
Clanoptilus geniculatus,712887,82067,50
Clanoptilus marginellus,747550,82067,92
Clanoptilus rufus,489629,82067,95
Clanoptilus sardous,565943,82067,2
,,144038,0
Claremontia alternipes,803668,60628,8
,,60628,0
,,60628,0
Claremontia hispanica,1203890,60628,1
,,60628,0
Claremontia tenuicornis,962389,60628,11
Claremontia uncta,989019,60628,1
Claremontia waldheimii,989018,60628,2
Clausicella suturata,938129,51953,2
,,49995,0
,,85259,0
,,171327,0
Claviger longicornis,1047861,47951,2
Claviger testaceus,451322,47951,19
Clavigesta gerti,1323687,47155,1
Clavigesta purdeyi,324761,47155,11
Clavigesta sylvestrana,527090,47155,1
Cleigastra apicalis,780314,68719,6
Clemathada calberlai,547325,48670,80
,,51953,0
Clemnius decoratus,1281382,57659,14
Cleoceris scoriacea,926886,48670,64
Cleonis pigra,217186,48736,684
Cleonymia baetica,325528,48670,107
Cleonymia yvanii,325530,48670,186
,,1426984,0
Cleonymus laticornis,1076513,1426984,2
Cleopomiarus distinctus,874131,48736,6
Cleopomiarus graminis,547758,48736,14
Cleopomiarus micros,494282,48736,2
,,48736,0
Cleopus pulchellus,922692,48736,7
Cleopus solani,1085309,48736,9
Cleora cinctaria,483355,49530,543
Clepsis consimilana,319133,47155,1903
Clepsis dumicolana,465280,47155,336
Clepsis neglectana,478562,47155,23
Clepsis pallidana,738427,47155,190
Clepsis rogana,861042,47155,18
Clepsis rurinana,480612,47155,180
Clepsis senecionana,527091,47155,146
Clepsis siciliana,468719,47155,209
Clepsis spectrana,217191,47155,237
Clepsis steineriana,956967,47155,8
Clepsis unicolorana,782637,47155,2
,,126149,0
,,126149,0
,,126149,0
Cleptes semiauratus,888261,126149,12
,,126149,0
Cleptes striatipleuris,1467027,126149,2
Clerus mutillarius,461244,55051,424
Cleta filacearia,869752,49530,24
,,52381,0
,,63187,0
,,63187,0
Clinocera stagnalis,548658,49460,1
Clinodiplosis cilicrus,1199918,55699,1
,,69803,0
,,133161,0
,,55699,0
Clinotanypus nervosus,989038,53275,1
Cliorismia ardea,1047162,202796,4
Clistoabdominalis ruralis,919850,144038,1
Clistopyga incitator,810550,47199,14
Clistopyga rufator,1148801,47199,1
Clitellaria ephippium,337778,70127,145
Clitostethus arcuatus,343170,48486,64
Clivina collaris,217212,49567,33
Clivina fossor,131049,49567,88
,,48009,0
Cloeon dipterum,217219,48009,328
,,48009,0
Clogmia albipunctata,258813,52071,12291
,,52071,0
,,52071,0
Clonopsis gallica,337089,337090,693
Clostera anachoreta,472999,47718,135
Clostera anastomosis,472998,47718,168
Clostera curtula,355771,47718,648
Clostera pigra,338578,47718,362
Closterocerus trifasciatus,1083866,85012,2
Closterotomus biclavatus,499370,53505,1234
Closterotomus fulvomaculatus,453829,53505,703
Closterotomus norwegicus,481260,53505,2697
Closterotomus trivialis,356404,53505,1031
Closterotomus ventralis,901756,53505,11
Clubiona brevipes,783404,121773,2
,,121773,0
Clubiona comta,362800,121773,53
Clubiona corticalis,538406,121773,43
,,121773,0
,,121773,0
Clubiona frutetorum,531178,121773,2
,,121773,0
,,121773,0
,,121773,0
,,121773,0
Clubiona lutescens,217236,121773,10
,,121773,0
Clubiona neglecta,531181,121773,1
Clubiona pallidula,217245,121773,10
Clubiona phragmitis,447460,121773,16
Clubiona pseudoneglecta,784242,121773,1
Clubiona reclusa,531186,121773,4
Clubiona rosserae,784244,121773,1
,,121773,0
Clubiona similis,531185,121773,1
Clubiona stagnatilis,531184,121773,1
Clubiona subsultans,531183,121773,33
Clubiona subtilis,531182,121773,3
Clubiona terrestris,494100,121773,11
Clubiona trivialis,217250,121773,1
,,53275,0
Clusia flava,1181524,157184,4
Clusia tigrina,605917,157184,37
,,157184,0
,,157184,0
,,157184,0
,,157184,0
,,157184,0
Clusiodes ruficollis,780792,157184,1
,,157184,0
,,174370,0
,,52381,0
,,126791,0
,,126791,0
,,47199,0
Clytie illunaris,483550,121850,259
Clytiomya continua,488884,51953,7
Clytiomya sola,1088423,51953,3
Clytocerus ocellaris,467206,52071,2
Clytra atraphaxidis,566853,51146,32
Clytra espanoli,1029378,51146,13
Clytra laeviuscula,123661,51146,2577
Clytra quadripunctata,466055,51146,469
,,203283,0
Clytus arietis,124540,47961,4148
Clytus lama,98012,47961,104
Clytus rhamni,545163,47961,284
Clytus tropicus,98014,47961,7
,,47404,0
Cnemacantha muscaria,502807,118991,19
Cnemeplatia atropos,986344,53816,1
,,67599,0
,,51953,0
Cnephasia abrasana,989074,47155,1
,,47155,0
,,47155,0
Cnephasia asseclana,483691,47155,12
,,47155,0
,,47155,0
Cnephasia communana,325252,47155,21
,,47155,0
Cnephasia cupressivorana,1321646,47155,24
,,47155,0
,,47155,0
,,47155,0
Cnephasia genitalana,527093,47155,1
Cnephasia gueneana,1322175,47155,2
,,47155,0
,,47155,0
Cnephasia incertana,483692,47155,2
Cnephasia longana,424105,47155,19
Cnephasia pasiuana,527095,47155,3
,,47155,0
,,47155,0
Cnephasia stephensiana,205209,47155,301
,,132187,0
,,132187,0
Coboldia fuscipes,387751,203230,28
Cobososia pruinosa,1342535,172767,1
,,176953,0
Coccidiphila danilevskyi,959859,176953,7
Coccidiphila gerasimovi,319572,176953,2
,,176953,0
,,176953,0
,,49574,0
,,49574,0
Coccidula rufa,547795,48486,160
Coccidula scutellata,547794,48486,121
Coccinella hieroglyphica,217265,48486,203
Coccinella magnifica,490612,48486,460
Coccinella quinquepunctata,57871,48486,916
Coccinella septempunctata,51702,48486,98013
Coccinella undecimpunctata,205977,48486,1503
Coccinella venusta,495462,48486,7
,,48486,0
Coccinula quatuordecimpustulata,473042,48486,1593
Coccinula sinuatomarginata,326428,48486,24
,,201669,0
,,201669,0
,,201669,0
Coccophagus lycimnia,298823,201669,2
,,201669,0
,,49574,0
,,49456,0
Cochylidia heydeniana,527097,47155,29
Cochylidia implicitana,470722,47155,78
,,47155,0
Cochylidia rupicola,527098,47155,9
Cochylidia subroseana,453396,47155,2
Cochylimorpha alternana,244426,47155,12
Cochylimorpha cultana,244432,47155,3
Cochylimorpha decolorella,325305,47155,32
Cochylimorpha elongana,703312,47155,1
,,47155,0
,,47155,0
Cochylimorpha hilarana,748593,47155,5
,,47155,0
Cochylimorpha meridiana,876085,47155,8
,,47155,0
Cochylimorpha straminea,468478,47155,35
,,47155,0
Cochylimorpha woliniana,748595,47155,5
,,47155,0
,,47155,0
Cochylis epilinana,544630,47155,8
Cochylis flaviciliana,469437,47155,21
,,47155,0
,,47155,0
,,47155,0
,,47155,0
,,47155,0
,,47155,0
Cochylis roseana,527101,47155,2
,,203200,0
,,203200,0
Coecobrya tenebricosa,544814,132310,2
Coeliastes lamii,989085,48736,2
,,47199,0
,,47199,0
,,47199,0
Coelichneumon cyaniventris,810552,47199,4
,,47199,0
,,47199,0
,,47199,0
Coelichneumon erythromerus,1396883,47199,1
,,47199,0
Coelichneumon haemorrhoidalis,810553,47199,1
,,47199,0
,,47199,0
,,47199,0
,,47199,0
,,47199,0
,,47199,0
,,47199,0
,,63187,0
,,63187,0
,,48736,0
Coeliodes rana,547759,48736,6
Coeliodes ruber,547757,48736,4
Coeliodes transversealbofasciatus,547756,48736,11
,,48736,0
Coeliodinus nigritarsis,1085193,48736,1
Coelioxys acanthura,626569,52777,1
,,52777,0
,,52777,0
,,52777,0
,,52777,0
,,52777,0
Coelioxys brevis,626581,52777,2
,,52777,0
,,52777,0
,,52777,0
Coelioxys haemorrhoa,626791,52777,2
,,52777,0
Coelioxys inermis,626630,52777,2
,,52777,0
,,52777,0
Coelioxys mandibularis,626632,52777,4
,,52777,0
,,52777,0
,,52777,0
,,52777,0
,,52777,0
,,63187,0
Coeloides filiformis,989095,63187,1
,,63187,0
,,63187,0
Coelopa frigida,194032,194033,103
Coelopa pilipes,950235,194033,5
,,83736,0
,,125448,0
Coelopterus salinus,1014599,48486,1
,,83736,0
,,83736,0
Coelositona cambricus,1013889,48736,12
,,48736,0
,,48736,0
,,48736,0
Coelostoma hispanicum,1412346,127444,6
Coelostoma orbiculare,547321,127444,44
Coelotes atropos,705742,47345,18
,,47345,0
,,47345,0
Coelotes pickardi,773290,47345,1
,,47345,0
,,47345,0
Coelotes terrestris,605685,47345,13
Coenagrion caerulescens,98272,47925,91
Coenagrion hastulatum,98273,47925,1974
Coenagrion lunulatum,134100,47925,279
Coenagrion mercuriale,98277,47925,489
Coenagrion ornatum,433472,47925,240
Coenagrion puella,51678,47925,13170
Coenagrion pulchellum,208111,47925,3590
Coenagrion scitulum,129033,47925,772
,,84670,0
Coenobia rufa,483514,48670,43
Coenocalpe lapidata,483302,49530,19
Coenocalpe millierata,1130829,49530,20
Coenochroa ablutella,1291031,49683,12
Coenomyia ferruginea,465810,120352,321
Coenonympha corinna,98285,47922,231
Coenonympha dorus,360342,47922,592
Coenonympha gardetta,98286,47922,747
Coenonympha glycerion,349275,47922,2199
Coenonympha hero,349377,47922,342
Coenonympha macromma,1324561,47922,3
Coenonympha oedippus,98287,47922,377
Coenonympha pamphilus,52589,47922,21333
Coenonympha tullia,59185,47922,345
Coenophila subrosea,483407,48670,35
Coenosia agromyzina,747021,70144,48
,,70144,0
,,70144,0
,,70144,0
Coenosia atra,773368,70144,18
Coenosia attenuata,326603,70144,15
Coenosia bilineella,989104,70144,1
,,70144,0
,,70144,0
,,70144,0
Coenosia genualis,1496503,70144,4
,,70144,0
,,70144,0
,,70144,0
,,70144,0
Coenosia mollicula,452775,70144,8
,,70144,0
,,70144,0
,,70144,0
,,70144,0
Coenosia pumila,452779,70144,1
,,70144,0
,,70144,0
,,70144,0
,,70144,0
,,70144,0
Coenosia testacea,889499,70144,5
Coenosia tigrina,133769,70144,617
,,70144,0
Coenotephria ablutaria,543016,49530,196
Coenotephria salicata,483296,49530,75
Coenotephria tophaceata,782223,49530,43
,,84074,0
,,48736,0
,,48736,0
,,48736,0
Colaspidea globosa,1183855,51146,1
Colaspidea oblonga,1085676,51146,1
Colaspidema barbarum,469142,51146,25
,,51146,0
,,63187,0
Colenis immunda,787780,60571,2
,,47199,0
Coleocentrus excitator,547391,47199,39
,,47199,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora albella,989107,85704,7
,,85704,0
,,85704,0
Coleophora albicosta,503521,85704,8
Coleophora albicostella,1156287,85704,1
,,85704,0
,,85704,0
Coleophora albitarsella,989115,85704,2
,,85704,0
Coleophora alcyonipennella,341426,85704,71
,,85704,0
,,85704,0
Coleophora alnifoliae,217315,85704,1
Coleophora alticolella,875230,85704,7
,,85704,0
Coleophora amellivora,989114,85704,2
,,85704,0
Coleophora anatipennella,71048,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora argentula,806892,85704,4
,,85704,0
Coleophora asteris,1050467,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora badiipennella,217319,85704,3
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora brevipalpella,804865,85704,10
,,85704,0
,,85704,0
,,85704,0
Coleophora caespititiella,989120,85704,2
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora coronillae,1156286,85704,1
,,85704,0
,,85704,0
,,85704,0
Coleophora currucipennella,470084,85704,4
,,85704,0
,,85704,0
Coleophora deauratella,217331,85704,193
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora discordella,559268,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora flavipennella,989126,85704,1
,,85704,0
,,85704,0
,,85704,0
Coleophora fuscocuprella,989130,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora genistae,941973,85704,2
Coleophora glaucicolella,217338,85704,3
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora gryphipennella,833846,85704,7
,,85704,0
,,85704,0
Coleophora helichrysiella,1323053,85704,1
Coleophora hemerobiella,492248,85704,9
,,85704,0
Coleophora hieronella,1322050,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora kuehnella,625663,85704,3
Coleophora laricella,217344,85704,18
,,85704,0
Coleophora ledi,217348,85704,5
,,85704,0
,,85704,0
Coleophora limosipennella,359506,85704,29
,,85704,0
Coleophora lineolea,935961,85704,4
,,85704,0
,,85704,0
,,85704,0
Coleophora lixella,872338,85704,1
,,85704,0
,,85704,0
Coleophora lusciniaepennella,888487,85704,1
,,85704,0
Coleophora lutipennella,473956,85704,2
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora mayrella,321675,85704,227
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora otidipennella,989140,85704,2
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora pennella,321978,85704,7
,,85704,0
Coleophora peribenanderi,475541,85704,4
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora salicorniae,782726,85704,5
,,85704,0
,,85704,0
Coleophora saponariella,1271057,85704,8
,,85704,0
,,85704,0
,,85704,0
Coleophora saturatella,1261266,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora serinipennella,875260,85704,1
,,85704,0
Coleophora serratella,217365,85704,32
,,85704,0
,,85704,0
Coleophora siccifolia,989150,85704,1
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora spinella,217367,85704,22
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora striatipennella,387779,85704,10
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora tanaceti,447125,85704,30
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora trifolii,217368,85704,146
,,85704,0
Coleophora trochilella,804864,85704,3
,,85704,0
,,85704,0
Coleophora unipunctella,1321705,85704,1
,,85704,0
Coleophora vacciniella,928887,85704,1
,,85704,0
,,85704,0
,,85704,0
Coleophora versurella,217371,85704,8
,,85704,0
,,85704,0
Coleophora vibicella,476119,85704,8
,,85704,0
,,85704,0
,,85704,0
,,85704,0
,,85704,0
Coleophora vitisella,989154,85704,4
,,85704,0
,,85704,0
Coleophora wockeella,715864,85704,1
,,85704,0
,,85704,0
Coleosoma floridanum,217372,47371,20
,,178895,0
,,178895,0
,,178895,0
,,178895,0
Colias alfacariensis,344763,48508,585
,,48508,0
Colias hyale,124160,48508,1067
Colias palaeno,217396,48508,679
Colias phicomone,98294,48508,347
Colladonus torneellus,787475,53237,7
,,127740,0
,,127740,0
,,127740,0
,,127740,0
,,127740,0
Colletes collaris,1082376,127740,1
Colletes cunicularius,484487,127740,1130
Colletes daviesanus,127737,127740,11
,,127740,0
,,127740,0
Colletes floralis,484488,127740,5
Colletes fodiens,484489,127740,1
,,127740,0
Colletes halophilus,433480,127740,18
Colletes hederae,433481,127740,1187
Colletes hylaeiformis,960566,127740,18
,,127740,0
,,127740,0
,,127740,0
Colletes marginatus,484490,127740,5
,,127740,0
Colletes nigricans,823676,127740,3
,,127740,0
,,127740,0
Colletes similis,484491,127740,9
Colletes succinctus,127791,127740,23
,,67599,0
,,67599,0
,,67599,0
Collinsia inerrans,784147,67599,1
,,121850,0
,,47199,0
Collyria trichophthalma,624120,47199,3
,,127180,0
,,127180,0
,,127180,0
,,127180,0
Colobicus hirtus,635364,47592,22
Colobochyla salicalis,483555,121850,315
Colobopsis truncata,503397,47336,547
Colobopterus erraticus,130612,48201,63
,,203230,0
Colobotettix morbillosus,914375,53237,4
Colocasia coryli,337446,48670,2894
Colomerus vitis,322026,55584,265
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
,,60571,0
Colopha compressa,499825,52381,60
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
,,52381,0
Coloradoa rufomaculata,387786,52381,1
,,52381,0
,,52381,0
,,47418,0
Colostygia aptata,778619,49530,160
Colostygia aqueata,935280,49530,36
,,49530,0
Colostygia kollariaria,1321710,49530,13
Colostygia laetaria,1117737,49530,3
Colostygia multistrigaria,470622,49530,292
Colostygia olivata,483301,49530,233
Colostygia pectinataria,129158,49530,2276
,,49530,0
Colostygia turbata,875552,49530,26
Colotes javeti,1155817,82067,15
Colotes maculatus,956903,82067,42
Colotes punctatus,1076844,82067,2
Colotois pennaria,119858,49530,2388
Colpa quinquecincta,560208,51967,244
Colpa sexmaculata,505459,51967,386
,,172772,0
Colpognathus celerator,810561,47199,2
,,47199,0
Colpopyga flavipes,1138044,126149,3
,,446767,0
,,446767,0
,,446767,0
Colpotrochia cincta,466460,47199,12
Colydium elongatum,899967,47592,37
Colydium filiforme,986736,47592,22
Colymbetes fuscus,522544,57659,144
Colymbetes schildknechti,1353097,57659,1
Colymbetes striatus,873869,57659,10
Combocerus glaber,989182,82103,1
Comibaena bajularia,125357,49530,428
Commophila aeneana,527102,47155,18
Compsapoderus erythropterus,552129,60474,29
Compsidolon absinthii,481121,53505,2
Compsidolon crotchi,481117,53505,16
Compsidolon pumilum,481118,53505,3
Compsidolon salicellum,481115,53505,50
Compsilura concinnata,467086,51953,7
Compsoptera jourdanaria,468476,49530,64
Compsoptera opacaria,466466,49530,237
Compsothrips albosignatus,1103438,143336,19
Comstockaspis perniciosa,1476210,48093,1
,,81969,0
,,53275,0
,,53275,0
Condica capensis,483517,48670,144
Condica viscosa,466353,48670,109
Coniatus deyrollei,1426034,48736,3
Coniatus repandus,1425359,48736,26
Coniatus suavis,1426036,48736,8
Coniatus tamarisci,924398,48736,43
,,55351,0
,,55351,0
,,49574,0
Coniocleonus cicatricosus,1048177,48736,1
Coniocleonus excoriatus,470345,48736,65
Coniocleonus megalographus,1192500,48736,4
Coniocleonus nebulosus,547754,48736,1
Coniocleonus nigrosuturatus,470343,48736,85
,,48736,0
Coniocleonus turbatus,985387,48736,37
,,245154,0
,,245154,0
,,245154,0
,,245154,0
,,245154,0
,,245154,0
Coniopteryx pygmaea,525169,245154,1
Coniopteryx tineiformis,454955,245154,1
,,245154,0
,,127593,0
,,127593,0
Conioscinella zetterstedti,989188,127593,1
Conisania andalusica,748695,48670,68
Conisania luteago,823770,48670,263
,,48670,0
,,68719,0
Conistra alicia,834260,48670,10
Conistra daubei,961010,48670,39
Conistra erythrocephala,481599,48670,711
Conistra gallica,856711,48670,16
Conistra intricata,1157854,48670,21
Conistra ligula,343152,48670,111
Conistra rubiginea,343153,48670,592
Conistra rubiginosa,319032,48670,636
Conistra staudingeri,703296,48670,62
Conistra torrida,961239,48670,25
Conistra vaccinii,311616,48670,2686
Conistra veronicae,830729,48670,53
Conocephalus conocephalus,433501,48124,101
Conocephalus dorsalis,335582,48124,507
Conocephalus fuscus,466317,48124,2695
,,51953,0
Conomelus anceps,204108,123608,34
,,123608,0
Cononedys scutellata,1106446,51558,4
Conopalpus brevicollis,1252258,173723,4
Conopalpus testaceus,624447,173723,23
Conophorus fuliginosus,748701,51558,1
,,51558,0
,,51558,0
,,51558,0
Conophorus virescens,824492,51558,25
Conops ceriaeformis,634579,61893,39
Conops elegans,659209,61893,2
Conops flavifrons,1087312,61893,5
Conops flavipes,61892,61893,119
