name,taxon_id,ancestry,family
Philodromus collinus,752370,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philodromus dispar,227754,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611,47868
Philodromus emarginatus,783725,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611,47868
Philodromus fuscolimbatus,783726,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philodromus fuscomarginatus,606811,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410463/1410465,47868
Philodromus laricium,786731,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410463/1410465,47868
Philodromus lividus,783727,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philodromus longipalpis,783728,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philodromus lunatus,789034,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philodromus margaritatus,360677,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410463/1410464,47868
Philodromus parietalis,786732,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410463/1410465,47868
Philodromus pinetorum,783729,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410463/1410465,47868
Philodromus poecilus,783730,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410463/1410465,47868
Philodromus praedatus,783731,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philodromus rufus,153860,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1410297,47868
Philodromus vagulus,786733,48460/1/47120/245097/47119/47118/120474/342614/367176/47868/56611/1406617,47868
Philomessor brevicollis,1512150,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/60571/132010/1013118/1013119/1013048,60571
Philonicus albiceps,154653,48460/1/47120/372739/47158/184884/47822/48091/372865/354603/47982/326683/639867/61662,47982
Philonthus addendus,905744,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus albipes,1005823,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus alpinus,1005824,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus atratus,739109,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus caerulescens,1086355,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus carbonarius,131912,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus caucasicus,458320,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus cochleatus,1086356,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus cognatus,130096,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus concinnus,131913,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus confinis,1005829,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus coprophilus,1005828,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus corruscus,1005827,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus corvinus,1005826,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus cruentatus,227816,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus cyanipennis,227817,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus debilis,227818,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus decorus,418160,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus dimidiatipennis,1086353,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus discoideus,227819,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus ebeninus,1005833,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus fumarius,131914,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus intermedius,1005831,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus jurgans,458339,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus laevicollis,1005830,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus laminatus,131915,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus lepidus,784338,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus longicornis,227825,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus mannerheimi,1005836,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus marginatus,921592,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus micans,1005835,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus micantoides,925903,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus montivagus,1142604,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus nigrita,1005834,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus nimbicola,1452384,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus nitidicollis,631137,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus nitidus,497738,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus parvicornis,495400,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus politus,227826,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus pseudovarians,1005837,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus punctus,1005838,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus quisquiliarius,734701,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus rotundicollis,1005839,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus rubripennis,1005840,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus rufimanus,1086352,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus rufipes,747479,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus salinus,925904,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus sanguinolentus,458353,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus splendens,544690,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus succicola,1005842,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus temporalis,1005841,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus tenuicornis,458361,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus umbratilis,395028,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus varians,227833,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus ventralis,227834,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philonthus viridipennis,1086354,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/359909/132021,47951
Philopedon plagiatum,455997,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/203294/518282/455998,48736
Philophylla caesio,736539,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006/47990/357366/546033/546038/466283,47990
Philopotamus liguricus,1507700,48460/1/47120/372739/47158/184884/62164/372846/62192/154581/1105938/362731,154581
Philopotamus ludificatus,504996,48460/1/47120/372739/47158/184884/62164/372846/62192/154581/1105938/362731,154581
Philopotamus montanus,465450,48460/1/47120/372739/47158/184884/62164/372846/62192/154581/1105938/362731,154581
Philopotamus variegatus,504997,48460/1/47120/372739/47158/184884/62164/372846/62192/154581/1105938/362731,154581
Philorhizus crucifer,341781,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333548/366798/422082/178421,49567
Philorhizus melanocephalus,452469,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333548/366798/422082/178421,49567
Philorhizus notatus,632758,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333548/366798/422082/178421,49567
Philorhizus quadrisignatus,1162209,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333548/366798/422082/178421,49567
Philorhizus sigma,547861,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333548/366798/422082/178421,49567
Philorhizus vectensis,1162210,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333548/366798/422082/178421,49567
Philorinum sordidum,707683,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/366557/707682,47951
Philoscia affinis,542133,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/343783/343798/48294/48293,48294
Philoscia muscorum,48292,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/343783/343798/48294/48293,48294
Philosepedon humeralis,1005844,48460/1/47120/372739/47158/184884/47822/154259/774833/52071/326684/521655/247847,52071
Philotarsus parviceps,775126,48460/1/47120/372739/47158/184884/83187/144300/714246/245157/714478/252779,245157
Philotarsus picicornis,546155,48460/1/47120/372739/47158/184884/83187/144300/714246/245157/714478/252779,245157
Philotelma nigripenne,1200432,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/474463/512110/512113,84670
Philothermus evanescens,1075755,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/174498/373337/178455,174498
Philothermus semistriatus,1440296,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/174498/373337/178455,174498
Philotrypesis caricae,1083425,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/125448/1435463/1435279/542367,125448
Philygria flavipes,1087428,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484820/484821/329872,84670
Philygria interstincta,1449173,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484820/484821/329872,84670
Philygria punctatonervosa,1161247,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484820/484821/329872,84670
Philygria stictica,1087427,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484820/484821/329872,84670
Philygria vittipennis,1087429,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484820/484821/329872,84670
Phimodera flori,1117119,48460/1/47120/372739/47158/184884/47744/61267/372868/47743/49525/750898/344459,49525
Phimodera humeralis,344457,48460/1/47120/372739/47158/184884/47744/61267/372868/47743/49525/750898/344459,49525
Phintella castriesiana,786767,48460/1/47120/245097/47119/47118/120474/342614/367200/48139/606933/712070/154359,48139
Phlebotomus mascittii,1268863,48460/1/47120/372739/47158/184884/47822/154259/774833/52071/465113/465114,52071
Phlebotomus papatasi,886685,48460/1/47120/372739/47158/184884/47822/154259/774833/52071/465113/465114,52071
Phlebotomus perfiliewi,1087904,48460/1/47120/372739/47158/184884/47822/154259/774833/52071/465113/465114,52071
Phlebotomus sergenti,716489,48460/1/47120/372739/47158/184884/47822/154259/774833/52071/465113/465114,52071
Phlegra bresnieri,322023,48460/1/47120/245097/47119/47118/120474/342614/367200/48139/606933/712084/1109133/157993,48139
Phlegra cinereofasciata,783790,48460/1/47120/245097/47119/47118/120474/342614/367200/48139/606933/712084/1109133/157993,48139
Phlegra fasciata,153536,48460/1/47120/245097/47119/47118/120474/342614/367200/48139/606933/712084/1109133/157993,48139
Phlegra loripes,783792,48460/1/47120/245097/47119/47118/120474/342614/367200/48139/606933/712084/1109133/157993,48139
Phlepsius intricatus,715734,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/603738/632955,53237
Phlepsius ornatus,1088581,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/603738/632955,53237
Phlepsius spinulosus,1271999,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/603738/632955,53237
Phloeocharis subtilissima,458381,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/460390/458382,47951
Phloeomyzus passerinii,1089023,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/877990/1018276,52381
Phloeonomus punctipennis,624426,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/341854/178461,47951
Phloeonomus pusillus,227843,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/341854/178461,47951
Phloeophagus lignarius,914027,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/373402/373793/178453,48736
Phloeopora concolor,1005858,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373508/373764/251284,47951
Phloeopora corticalis,955008,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373508/373764/251284,47951
Phloeopora nitidiventris,1005859,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373508/373764/251284,47951
Phloeopora teres,874462,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373508/373764/251284,47951
Phloeopora testacea,624464,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373508/373764/251284,47951
Phloeosinus aubei,1085641,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/373898/178452,48736
Phloeosinus thujae,1085642,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/373898/178452,48736
Phloeostiba lapponica,458387,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/341854/458388,47951
Phloeostiba plana,1005862,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/341854/458388,47951
Phloeostichus denticollis,1014567,48460/1/47120/372739/47158/184884/47208/71130/372852/48485/572548/1014566,572548
Phloeotribus brevicollis,1085643,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/500982/178450,48736
Phloeotribus cristatus,1435447,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/500982/178450,48736
Phloeotribus perfoliatus,917682,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/500982/178450,48736
Phloeotribus rhododactylus,893631,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/500982/178450,48736
Phloeotribus scarabaeoides,711232,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/500982/178450,48736
Phloeotribus spinulosus,1005861,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/321595/373596/500982/178450,48736
Phlogophora meticulosa,205151,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122726/124182,48670
Phlogophora scita,555385,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122726/124182,48670
Phlogotettix cyclops,550457,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/515994/550458,53237
Phloiophilus edwardsi,865358,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/572458/865357,572458
Phloiophilus edwardsii,865359,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/572458/865357,572458
Phloiotrya rufipes,876766,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/173723/373573/519667/456915,173723
Phloiotrya tenuis,1084880,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/173723/373573/519667/456915,173723
Phobetes atomator,1397069,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373407/519088/250391,47199
Phobetes chrysostomus,1082755,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373407/519088/250391,47199
Phobetes leptocerus,1397648,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373407/519088/250391,47199
Phobetes nigriceps,1062576,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373407/519088/250391,47199
Phobocampe bicingulata,1073544,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/250597,47199
Phobocampe confusa,1073548,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/250597,47199
Phobocampe crassiuscula,1073549,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/250597,47199
Phobocampe meridionator,1073555,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/250597,47199
Phobocampe tempestiva,1073557,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/250597,47199
Phobocampe unicincta,479569,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/250597,47199
Phoenicocoris dissimilis,923689,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/146871/481058/454013,53505
Phoenicocoris modestus,923690,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/146871/481058/454013,53505
Phoenicocoris obscurellus,624544,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/146871/481058/454013,53505
Pholcomma gibbum,628945,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153762,47371
Pholetesor bicolor,380465,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/244423/346777,63187
Pholetesor viminetorum,454788,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/244423/346777,63187
Pholidoptera aptera,332407,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/82546/523128/55360,48124
Pholidoptera fallax,448030,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/82546/523128/55360,48124
Pholidoptera femorata,523007,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/82546/523128/55360,48124
Pholidoptera griseoaptera,55359,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/82546/523128/55360,48124
Phonomyia aristata,1088320,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/1009092,51953
Phora atra,1191240,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/55351/568914/469183,55351
Phora dubia,1394181,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/55351/568914/469183,55351
Phora stictica,1394784,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/55351/568914/469183,55351
Phora velutina,1200564,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/55351/568914/469183,55351
Phorbia fumigata,1231129,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/49996/985118,49996
Phorbia nuceicornis,1200254,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/49996/985118,49996
Phorbia penicillaris,1200255,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/49996/985118,49996
Phorinia aurifrons,1088321,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487995/645617,51953
Phormia regina,449683,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/61860/337742/449684,61860
Phorocera assimilis,488218,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487995/488216,51953
Phorocera grandis,488219,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487995/488216,51953
Phorocera obscura,488217,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487995/488216,51953
Phorodon cannabis,1089022,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/194066/373734/454595,52381
Phorodon humuli,454594,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/194066/373734/454595,52381
Phoroncidia hankiewiczi,783826,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153748,47371
Phoroncidia paradoxa,783827,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153748,47371
Phortica semivirgo,764579,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/67742/628259/507490/1432357/1432358,67742
Phortica variegata,883639,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/67742/628259/507490/1432357/1432358,67742
Phorytocarpais americanus,380469,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270562/85394/631719/374222,85394
Phorytocarpais hyalinus,683475,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270562/85394/631719/374222,85394
Phosphaenopterus metzneri,485420,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/47731/460312/567583/357798,47731
Phosphaenus hemipterus,347852,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/47731/460312/529303/347853,47731
Phosphuga atrata,362281,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/53849/503862/362286,53849
Photedes captiuncula,483498,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/178490,48670
Photedes dulcis,834315,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/178490,48670
Photedes extrema,483500,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/178490,48670
Photedes fluxa,471295,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/178490,48670
Photedes minima,469888,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/178490,48670
Photedes morrisii,483499,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/178490,48670
Phradis brevis,1049110,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373355/639437,47199
Phradis morionellus,1005896,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373355/639437,47199
Phradis polonicus,1049111,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373355/639437,47199
Phradonoma villosulum,1084629,48460/1/47120/372739/47158/184884/47208/71130/372844/47496/81951/373476/373738/642950,81951
Phragmataecia castaneae,362858,48460/1/47120/372739/47158/184884/47157/122746/122745/354818/354611,122745
Phragmatiphila insularis,475548,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122727/475549,48670
Phragmatobia fuliginosa,143114,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/123834/143116,121850
Phratora atrovirens,1005904,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/373660/1162902/178482,51146
Phratora laticollis,547807,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/373660/1162902/178482,51146
Phratora tibialis,1005903,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/373660/1162902/178482,51146
Phratora vitellinae,483637,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/373660/1162902/178482,51146
Phratora vulgatissima,483638,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/373660/1162902/178482,51146
Phrealcia eximiella,1321816,48460/1/47120/372739/47158/184884/47157/53552/126766/1008925,126766
Phreatalona phreatica,1515615,48460/1/47120/85493/60395/1134694/68305/774762/85693/483874,85693
Phreatalona protzi,483873,48460/1/47120/85493/60395/1134694/68305/774762/85693/483874,85693
Phrissotrichum tubiferum,947898,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/61949/508021/790160/1103937/639881,61949
Phronia basalis,1200135,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia biarcuata,1200136,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia cinerascens,1200138,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia conformis,1049112,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia coritanica,1200139,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia egregia,1200140,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia maculata,1049116,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia tenuis,1200137,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phronia vitrea,1049119,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505473/518971/881387,83736
Phrosinella nasuta,1048043,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/52910/371922/1502301/768359,52910
Phrurolithus corsicus,786745,48460/1/47120/245097/47119/47118/120474/342614/367165/416723/70330,416723
Phrurolithus festivus,354269,48460/1/47120/245097/47119/47118/120474/342614/367165/416723/70330,416723
Phrurolithus minimus,704091,48460/1/47120/245097/47119/47118/120474/342614/367165/416723/70330,416723
Phrurolithus nigrinus,783751,48460/1/47120/245097/47119/47118/120474/342614/367165/416723/70330,416723
Phrurolithus pullatus,789174,48460/1/47120/245097/47119/47118/120474/342614/367165/416723/70330,416723
Phrurolithus szilyi,783752,48460/1/47120/245097/47119/47118/120474/342614/367165/416723/70330,416723
Phrydiuchus topiarius,1085158,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/373388/373615/1014146,48736
Phryganea bipunctata,546239,48460/1/47120/372739/47158/184884/62164/372875/172902/172903/178476,172903
Phryganea grandis,324301,48460/1/47120/372739/47158/184884/62164/372875/172902/172903/178476,172903
Phryganophilus ruficollis,178485,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/173723/373573/519671/178488,173723
Phryno vetula,945603,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/336739/945604,51953
Phryxe caudata,1486783,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phryxe erythrostoma,1345360,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phryxe heraclei,1080625,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phryxe magnicornis,1088317,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phryxe nemea,1074929,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phryxe prima,1088315,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phryxe vulgaris,1005933,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/487994/465721,51953
Phtheochroa alpinana,1323886,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199541/1127237/203905,47155
Phtheochroa cymatodana,1324227,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199541/1127237/203905,47155
Phtheochroa duponchelana,905572,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199541/1127237/203905,47155
Phtheochroa durbonana,1324688,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199541/1127237/203905,47155
