name,taxon_id,family,count
Trixagus dermestoides,606937,172934,27
Trombidium holosericeum,58397,57652,10
Trox scaber,233070,122635,148
Trypetimorpha occidentalis,914833,129579,4
Trypetoptera punctulata,338542,127180,621
Tuberolachnus salignus,354036,52381,1229
Tunga penetrans,308601,245124,12
Tylos europaeus,210228,210130,55
Udea rubigalis,143615,52002,13537
Uloborus plumipes,372517,121468,776
Urocerus gigas,51560,53256,1079
Urophora cardui,63066,47990,2069
Valenzuela flavidus,308612,245105,571
Vanessa atalanta,49133,47922,94920
Varroa destructor,194693,194695,94
Vermileo vermileo,465598,245355,16
Vertagopus arboreus,339899,171479,87
Vesperus xatarti,371688,370757,84
Withius hispanus,973331,245032,2
Wockia asperipunctella,453470,417189,43
Xanthostigma xanthostigma,417954,60052,277
Xenillus tegeocranus,917071,245185,1
Xenos vesparum,486031,1422701,116
Xiphydria camelus,775763,371090,163
Xya variegata,473191,173724,63
Xyela julii,1019280,343826,7
Yponomeuta evonymella,324630,53553,3558
Ypsolopha dentella,207523,207652,1156
Zeugophora subspinosa,321916,178545,15
Zora spinimana,360548,61867,72
Zoropsis spinimana,127112,127113,5657
Zygaena lonicerae,82108,52028,2289
Zygiella x-notata,155279,1492648,2488
