name,taxon_id,ancestry
Diadocidiidae,354856,48460/1/47120/372739/47158/184884/47822/154259/489328/493389
Diaixidae,996606,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Diamphipnoidae,570125,48460/1/47120/372739/47158/184884/47504/372847/570123
Diapheromeridae,47320,48460/1/47120/372739/47158/184884/47198/569714/569716
Diaprepocoridae,488967,48460/1/47120/372739/47158/184884/47744/61267/116696/84736
Diapriidae,203213,48460/1/47120/372739/47158/184884/47201/124417/981280/480797
Diaptomidae,85732,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Diarthrophallidae,245181,48460/1/47120/245097/47119/52788/129762/52790/907177/334649/1270553
Diaspididae,48093,48460/1/47120/372739/47158/184884/47744/334037/60922
Diastatidae,541547,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548
Diastylidae,186427,48460/1/47120/85493/473790/47187/774775/144114/144115
Dicercomyzidae,980821,48460/1/47120/372739/47158/184884/48011
Dichelesthiidae,480559,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Dichelinidae,480560,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Dicranolasmatidae,525956,48460/1/47120/245097/47119/47367/526560/354553
Dicteriadidae,85735,48460/1/47120/372739/47158/184884/47792/47928/1317181
Dictynidae,84523,48460/1/47120/245097/47119/47118/120474/342614/367162
Dictyopharidae,53509,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Dicyrtomidae,55168,48460/1/47120/372739/243773/49470/152965/548119
Didymocheliidae,983184,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983404/983406/945618
Diesingidae,996710,48460/1/47120/85493/473792/473793/473794/153126
Digamaselidae,373007,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/245175
Digamasellidae,245180,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/245175
Dignathodontidae,68722,48460/1/47120/144128/49556/67662
Diguetidae,245371,48460/1/47120/245097/47119/47118/120474/367158/367163
Dikelocephalidae,1019478,48460/1/47120/205907/317829
Dikwidae,870471,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983404/983406/983410
Dilaridae,176873,48460/1/47120/372739/47158/184884/48763/483236
Dinesidae,963183,48460/1/47120/205907/341693
Dinidoridae,336018,48460/1/47120/372739/47158/184884/47744/61267/372868/47743
Dinjapygidae,1022274,48460/1/47120/372739/243773/56215/152968/245395
Dinopontiidae,480563,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Dinychidae,982576,48460/1/47120/245097/47119/52788/129762/52790/907177/334649/1097559
Diogenidae,52409,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/123825/47398
Diopsidae,83944,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/774573
Diosaccidae,1017686,48460/1/47120/85493/473790/1091452/121643/774777/774779/85521
Diparidae,1426986,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Diphyllostomatidae,572351,48460/1/47120/372739/47158/184884/47208/71130/702480/48202
Diplagnostidae,638005,48460/1/47120/205907/333890/921244
Diplatyidae,415571,48460/1/47120/372739/47158/184884/47793/713334/713336/713344
Diplocentridae,117248,48460/1/47120/245097/47119/48894/1323567/1323568/1323570/127715
Diplogyniidae,245179,48460/1/47120/245097/47119/52788/129762/52790/1270122/1123045/1270542
Diplolepididae,1501094,48460/1/47120/372739/47158/184884/47201/124417/981280/55593
Diplomaragnidae,563736,48460/1/47120/144128/47735/551278/372763/997267/551280/50425/804465/986479
Diplopauropodidae,982592,48460/1/47120/144128/83243/153129
Dipluridae,83114,48460/1/47120/245097/47119/47118/84719/1467321
Diprionidae,49453,48460/1/47120/372739/47158/184884/47201/84643/49452
Dipseudopsidae,178483,48460/1/47120/372739/47158/184884/62164/372846/62165
Dipsocoridae,343550,48460/1/47120/372739/47158/184884/47744/61267/372839/174254
Dipteromimidae,358093,48460/1/47120/372739/47158/184884/48011
Diptilomiopidae,373009,48460/1/47120/245097/47119/52788/129763/81508/635987/373225
Dirivultidae,245420,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Disciadidae,330854,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/342912/330853
Discoidae,1066738,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Discolomatidae,330893,48460/1/47120/372739/47158/184884/47208/71130/372852/471714
Discourellidae,982577,48460/1/47120/245097/47119/52788/129762/52790/907177/334649/1097559
Discozerconidae,373327,48460/1/47120/245097/47119/52788/129762/52790/1270153/1023883
Dissonidae,480569,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Disteniidae,573150,48460/1/47120/372739/47158/184884/47208/71130/372852/176269
Disteniidae,779227,48460/1/47120/372739/47158/184884/47208/71130/372852/963992
Ditomyiidae,245527,48460/1/47120/372739/47158/184884/47822/154259/489328/493389
Dixidae,245356,48460/1/47120/372739/47158/184884/47822/154259/153429/513826
Doderiidae,336950,48460/1/47120/144128/47735/551278/372768/999505/56079
Dogielinotidae,245474,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885300/885301/885302
Doidae,173992,48460/1/47120/372739/47158/184884/47157/84429
Dolabellopsocidae,245138,48460/1/47120/372739/47158/184884/83187/144300/480278
Dolichocybidae,982552,48460/1/47120/245097/47119/52788/129763/83740
Dolichometopidae,1029790,48460/1/47120/205907/341693
Dolichopodidae,68020,48460/1/47120/372739/47158/184884/47822/48091/372865/318504
Domeciidae,195165,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/342950
Doratodesmidae,564259,48460/1/47120/144128/47735/551278/372763/997267/372784/47734
Dorippidae,368091,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/342949
Dorsoporidae,841331,48460/1/47120/144128/47735/551278/372763/997267/372784/47734/711088/841313/841321
Dorypetalidae,982609,48460/1/47120/144128/47735/551278/372763/997267/551280/153143/999086
Doryphallophoridae,1007068,48460/1/47120/85493/473790/1091452/473791
Dorypygidae,1029807,48460/1/47120/205907/341693
Dotillidae,129462,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/706188/51931
Douglasiidae,178892,48460/1/47120/372739/47158/184884/47157/1427754
Dracochelidae,982068,48460/1/47120/245097/47119/172373/372858/172427
Drepanidae,84430,48460/1/47120/372739/47158/184884/47157/84429
Drepanochaitophoridae,1037039,48460/1/47120/372739/47158/184884/47744/334037/901813/52380
Drilidae,338207,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Dromidae,523182,48460/1/47120/85493/473790/47187/774775/144113/47186
Dromiidae,51168,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/1474748/51167
Drosophilidae,67742,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548
Dryadaulidae,531706,48460/1/47120/372739/47158/184884/47157/61414
Dryinidae,203211,48460/1/47120/372739/47158/184884/47201/124417/326777/203212
Drymobatidae,982088,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/81509
Drymusidae,208569,48460/1/47120/245097/47119/47118/120474/367158/367166
Dryomyzidae,345446,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/70139
Dryophthoridae,63710,48460/1/47120/372739/47158/184884/47208/71130/372852/60473
Dryopidae,178026,48460/1/47120/372739/47158/184884/47208/71130/372854/130839
Dubioniscidae,715356,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/343783/343798
Dudgeoneidae,199255,48460/1/47120/372739/47158/184884/47157/122746
Dulichiidae,983242,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/983350/983351/47627
Dumontiidae,147954,48460/1/47120/85493/60395/1134694/68305/774762
Duplorbidae,996530,48460/1/47120/85493/473790/1091452/144117/210289/358105
Dussartiellidae,885374,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885340/885341/885371
Dwigubskyiidae,982583,48460/1/47120/245097/47119/52788/129762/52790
Dynastidae,82589,48460/1/47120/372739/47158/184884/47208
Dynomenidae,195218,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/1474748/51167
Dysderidae,69200,48460/1/47120/245097/47119/47118/120474/367158/367170
Dytiscacaridae,791134,48460/1/47120/245097/47119/52788/129763/83740/55597/635847/635930
Dytiscidae,57659,48460/1/47120/372739/47158/184884/47208/340471/574051
Ecbathyriontidae,480571,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Eccoptarthridae,981264,48460/1/47120/372739/47158/184884/47208/71130/372852/60473
Echimyopodidae,373011,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1255718/1466258
Echinophthiriidae,330603,48460/1/47120/372739/47158/184884/83187/372873/714496/152843/85502
Echinothambematidae,813876,48460/1/47120/85493/473790/47187/774775/144114/48147/343772/60691
Echiurophilidae,996698,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Ecnomidae,83730,48460/1/47120/372739/47158/184884/62164/372846/62165
Ectinosomatidae,195073,48460/1/47120/85493/473790/1091452/121643/774777/774779/85521
Ectobiidae,174595,48460/1/47120/372739/47158/184884/81769/81770
Ectobiidae,461451,48460/1/47120/372739/47158/184884/81769/81770
Ectopsocidae,245131,48460/1/47120/372739/47158/184884/83187/144300/451715
Eirmopauropodidae,1029547,48460/1/47120/144128/83243/153129
Elachistidae,81988,48460/1/47120/372739/47158/184884/47157/55518
Elateridae,53248,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Elcanidae,907310,48460/1/47120/372739/47158/184884/47651/132694/949057/949058
Electrentomidae,981066,48460/1/47120/372739/47158/184884/83187/372873/714464/714463
Elenchidae,372987,48460/1/47120/372739/47158/184884/83202/902761
Elipsocidae,141764,48460/1/47120/372739/47158/184884/83187/144300/451715
Elliptochthoniidae,982162,48460/1/47120/245097/47119/52788/129763/81508/332183/1465063/329513
Elmidae,85753,48460/1/47120/372739/47158/184884/47208/71130/372854/130839
Elminidae,1067028,48460/1/47120/85493/473790/1091452/144117/210289/464038/1040842/49068/1066705
Elminiidae,1277295,48460/1/47120/85493/473790/1091452/144117/210289/464038/1040842/49068/1066705
Elviniidae,1019479,48460/1/47120/205907/325840
Embiidae,245142,48460/1/47120/372739/47158/184884/56834/1041771/1041775
Embolemidae,244995,48460/1/47120/372739/47158/184884/47201/124417/326777/203212
Embonychidae,980896,48460/1/47120/372739/47158/184884/56834/1041771
Empididae,49460,48460/1/47120/372739/47158/184884/47822/48091/372865/318504
Empusidae,51924,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097017
Encyrtidae,69778,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Endeidae,245129,48460/1/47120/245097/47825/245099/372859/812659
Endeididae,1030114,48460/1/47120/245097/47825
Enderleinellidae,714509,48460/1/47120/372739/47158/184884/83187/372873/714496/152843/85502
Endevouridae,245495,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983405/983415/983419
Endomychidae,173237,48460/1/47120/372739/47158/184884/47208/71130/372852/471714
Endromidae,124755,48460/1/47120/372739/47158/184884/47157/47214
Eneopteridae,523730,48460/1/47120/372739/47158/184884/47651/132694/358855/50158
Enicocephalidae,173358,48460/1/47120/372739/47158/184884/47744/61267/372856/173356
Eniochthonidae,373015,48460/1/47120/245097/47119/52788/129763/81508/332183/888610/245277
Eniochthoniidae,567212,48460/1/47120/245097/47119/52788/129763/81508/332183/888610/245277
Enoplometopidae,85758,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/311310/342923
Enterognathidae,1066744,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/1066595
Enteropsidae,1066745,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/1066595
Entobiidae,996693,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Entocytheridae,171231,48460/1/47120/85493/473792/68764/774780/85538/1001351/171230
Entomobielziidae,340531,48460/1/47120/144128/47735/551278/372763/997267/551280/50425/986465/986470
Entomobryidae,132310,48460/1/47120/372739/243773/49470/83224/132309
Entomolepididae,480572,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Entoniscidae,813900,48460/1/47120/85493/473790/47187/774775/144114/48147/343797/119411
Entonyssidae,925056,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/194694
Entophilidae,813906,48460/1/47120/85493/473790/47187/774775/144114/48147/343797/343796
Entypesidae,1151067,48460/1/47120/245097/47119/47118/84719/1467321
Eocyzicidae,1438275,48460/1/47120/85493/60395/1134694/68305/774759
Eodiscidae,522118,48460/1/47120/205907/333890/333891/333895
Eoichneumonidae,981237,48460/1/47120/372739/47158/184884/47201/124417/47200
Eolepadidae,494200,48460/1/47120/85493/473790/1091452/144117/210289/464038/1040842/1040846
Eolepadidae,1121949,48460/1/47120/85493/473790/1091452/144117/210289/464038/1040842/1066703
Eomeropidae,981153,48460/1/47120/372739/47158/184884/49369
Eophliantidae,983388,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885300/885301/885302
Eoromidae,997989,48460/1/47120/144128/47735/551278/372763/997267/372784/47734
Eosentomidae,245392,48460/1/47120/372739/243773/83242/1397965
Epacteriscidae,85760,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Epactozetidae,982085,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245250
Epaphroditidae,569977,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097031
Epedanidae,526080,48460/1/47120/245097/47119/47367/202277/526082/211516
Epermeniidae,173638,48460/1/47120/372739/47158/184884/47157/173636
Ephemerellidae,48010,48460/1/47120/372739/47158/184884/48011/48013
Ephemeridae,48008,48460/1/47120/372739/47158/184884/48011/48012
Ephemerythidae,980825,48460/1/47120/372739/47158/184884/48011
Ephydridae,84670,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548
Epialtidae,49724,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/47715
Epichrysomallidae,1426987,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Epicopeiidae,320546,48460/1/47120/372739/47158/184884/47157/84429
Epidermoptidae,329216,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466256
Epiloboceridae,1241440,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/342941
Epilohmannidae,245275,48460/1/47120/245097/47119/52788/129763/81508/332183/746595/1465938/982155
Epilohmanniidae,982153,48460/1/47120/245097/47119/52788/129763/81508/332183/746595/1465938/982155
Epimarptidae,874779,48460/1/47120/372739/47158/184884/47157/55518
Epimerellidae,982128,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245062
Epimeriidae,519101,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983404/983406/983410
Epimetopidae,572347,48460/1/47120/372739/47158/184884/47208/71130/372870/127445
Epinannolenidae,997736,48460/1/47120/144128/47735/551278/372763/997267/372724/85543
Epiophlebiidae,85762,48460/1/47120/372739/47158/184884/47792/85551
Epipsocidae,245143,48460/1/47120/372739/47158/184884/83187/144300/480278
Epipygidae,899096,48460/1/47120/372739/47158/184884/47744/125816/372849/56194
Epipyropidae,176439,48460/1/47120/372739/47158/184884/47157/52029
Episactidae,705810,48460/1/47120/372739/47158/184884/47651/67688/700600/48519
Erebidae,121850,48460/1/47120/372739/47158/184884/47157/47607
Erebonasteridae,173243,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Eremaeidae,568372,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/568385
Eremaeozeteidae,246203,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/1465996
Eremaeozetidae,982096,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/1465996
Eremellidae,245274,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/982110
Eremiaphilidae,349368,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097030
Eremobatidae,53510,48460/1/47120/245097/47119/47824
Eremobelbidae,245272,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/1465997
Eremulidae,329384,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/1465997
Eresidae,62051,48460/1/47120/245097/47119/47118/120474/342614/367174
Ereynetidae,245271,48460/1/47120/245097/47119/52788/129763/83740/55597/635809/532010
Ergasilidae,339090,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Ergethidae,997990,48460/1/47120/144128/47735/551278/372763/997267/372784/47734
Eriaporidae,373318,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eriococcidae,48026,48460/1/47120/372739/47158/184884/47744/334037/60922
Eriocottidae,177611,48460/1/47120/372739/47158/184884/47157/61414
Eriocraniidae,173582,48460/1/47120/372739/47158/184884/47157/173581
Eriophyidae,55584,48460/1/47120/245097/47119/52788/129763/81508/635987/373225
Eriopisidae,417868,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/983381/983382/900859
Eriorhynchidae,635940,48460/1/47120/245097/47119/52788/129763/83740/55597/635809/520455
Eriosomatidae,125162,48460/1/47120/372739/47158/184884/47744/334037/901813/52380
Eriphantidae,245127,48460/1/47120/144128/49556/67662
Eriphiidae,195210,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/342948
Erirhinidae,176418,48460/1/47120/372739/47158/184884/47208/71130/372852/60473
Eroonsomidae,997991,48460/1/47120/144128/47735/551278/372763/997267/372784/47734
Erotidothripidae,1377512,48460/1/47120/372739/47158/184884/83201/372872/1377511
Erotylidae,82103,48460/1/47120/372739/47158/184884/47208/71130/372852/48485
Erymidae,1039035,48460/1/47120/85493/473790/47187/774775/144113/47186
Eryonidae,1096841,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/342929/1066690
Erythracaridae,625770,48460/1/47120/245097/47119/52788/129763/83740/55597/635811/625766
Erythraeidae,121478,48460/1/47120/245097/47119/52788/129763/83740/490738/635761/504310
Erythrosquillidae,996484,48460/1/47120/85493/473790/47187/774772/49796/1001363/1001362
Escadabiidae,535014,48460/1/47120/245097/47119/47367/202277/526082/534091
Ethmiidae,173511,48460/1/47120/372739/47158/184884/47157/55518
Ethusidae,195340,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/342949
Etyiidae,1028990,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/1474748/51167
Euagridae,1108901,48460/1/47120/245097/47119/47118/84719/1467321
Eubelidae,475299,48460/1/47120/85493/473790/47187/774775/144114/48147/84718/343783/343798
Eucalanidae,201748,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Eucalliacidae,879062,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/171356
Euceratothripidae,1377481,48460/1/47120/372739/47158/184884/83201/372872/1377478
Euchaetidae,201711,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Eucharitidae,245001,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Euchiridae,85769,48460/1/47120/372739/47158/184884/47208/71130/702480/48202
Eucinetidae,173492,48460/1/47120/372739/47158/184884/47208/71130/372854/47596
Eucnemidae,47886,48460/1/47120/372739/47158/184884/47208/71130/372854/47207
Eucopiidae,983449,48460/1/47120/85493/473790/47187/774775/144114/153110
Eucratonychidae,982587,48460/1/47120/144128/49556/67662
Euctenizidae,416726,48460/1/47120/245097/47119/47118/84719/1467321
Eucytheridae,996560,48460/1/47120/85493/473792/68764/774780/85538/1001351/171230
Eudactalinidae,480646,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Eudactylinidae,480573,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Eudigonidae,982616,48460/1/47120/144128/47735/551278/372763/997267/551280/50425/804465/804466
Euglycyphagidae,982242,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1255718/1466258
Eugonatonotidae,983162,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/342912/121790
Eukoeneniidae,245034,48460/1/47120/245097/47119/129764/245047
Eulichadidae,209776,48460/1/47120/372739/47158/184884/47208/71130/372854/130839
Eulimnogammaridae,179346,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885340/885377/708355
Eulohmanniidae,982154,48460/1/47120/245097/47119/52788/129763/81508/332183/746595/1465938/982156
Eulophidae,85012,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eumastacidae,85772,48460/1/47120/372739/47158/184884/47651/67688/700600/48519
Eumedonidae,53614,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/47612
Eumenidae,48741,48460/1/47120/372739/47158/184884/47201/124417/326777/48740
Eumunididae,1028876,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/123825/342930
Eunicicolidae,996687,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Eunotidae,1426988,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eupalopsellidae,982554,48460/1/47120/245097/47119/52788/129763/83740/55597/635847/635930
Eupelmidae,176401,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Euphaeidae,85773,48460/1/47120/372739/47158/184884/47792/47928/1317181
Euphausiidae,195134,48460/1/47120/85493/473790/47187/774775/144113/153112
Euphthiracaridae,245269,48460/1/47120/245097/47119/52788/129763/81508/332183/746595/1396469/245244
Eupodidae,373018,48460/1/47120/245097/47119/52788/129763/83740/55597/635809/520455
Eupronoidae,983224,48460/1/47120/85493/473790/47187/774775/144114/47628/372878/983395/983397/195352
Eupsilobiidae,944937,48460/1/47120/372739/47158/184884/47208/71130/372852/471714
Eupterotidae,145552,48460/1/47120/372739/47158/184884/47157/47214
Eurhynchidae,573572,48460/1/47120/372739/47158/184884/47208/71130/372852/60473
Eurybrachidae,202136,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Eurybrachyidae,774654,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Eurycercidae,533837,48460/1/47120/85493/60395/1134694/68305/774762
Eurymerodesmidae,424358,48460/1/47120/144128/47735/551278/372763/997267/372784/47734/841264/808356
Euryparasitidae,373020,48460/1/47120/245097/47119/52788/129762/52790
Eurypauropodidae,373019,48460/1/47120/144128/83243/153129
Euryphoridae,481417,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122
Euryplacidae,245486,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/121639/706185/447514/342934
Eurypteridae,317820,48460/1/47120/245097/48309/317819
Euryrhynchidae,434905,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/342912/47843
Eurysquillidae,245502,48460/1/47120/85493/473790/47187/774772/49796/1001363/245503
Euryteidae,1067013,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/1066595
Eurytheneidae,245494,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983405/983415/787963
Eurytomidae,69751,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Euschmidtiidae,149027,48460/1/47120/372739/47158/184884/47651/67688/700600/48519
Euscorpiidae,56545,48460/1/47120/245097/47119/48894/1323567/1323568/1323570/130035
Eusiridae,171687,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983404/983407/701691
Eustathiidae,918143,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Eustheniidae,85775,48460/1/47120/372739/47158/184884/47504/372847/570123
Eutegaeidae,373021,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/475637
Euteliidae,122126,48460/1/47120/372739/47158/184884/47157/47607
Euterpinidae,984284,48460/1/47120/85493/473790/1091452/121643/774777/774779/85521
Euthemistidae,183434,48460/1/47120/372739/47158/184884/47792
Euthyplociidae,532822,48460/1/47120/372739/47158/184884/48011/532823
Eutichuridae,416725,48460/1/47120/245097/47119/47118/120474/342614/367165
Eutrichosomatidae,1349203,48460/1/47120/372739/47158/184884/47201/124417/981280/69750
Eutrombidiidae,982544,48460/1/47120/245097/47119/52788/129763/83740/490738/635761/491889
Eutynellidae,997992,48460/1/47120/144128/47735/551278/372763/997267/372784/47734
Euxestidae,471715,48460/1/47120/372739/47158/184884/47208/71130/372852/471714
Euzerconidae,245178,48460/1/47120/245097/47119/52788/129762/52790/1270122/1123045/1270542
Evalljapygidae,245394,48460/1/47120/372739/243773/56215/152968/245395
Evaniidae,199595,48460/1/47120/372739/47158/184884/47201/124417/145377
Eviphididae,245177,48460/1/47120/245097/47119/52788/129762/52790/907177/936184/1270556/568362
Evocoidae,557998,48460/1/47120/372739/47158/184884/47822/48091/372865/354603
Exoedicerotidae,157590,48460/1/47120/85493/473790/47187/774775/144114/47628/869872/983404/983409/983428
Expanathuridae,813894,48460/1/47120/85493/473790/47187/774775/144114/48147/343773/343790
Eylaidae,119951,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495536
Faginidae,982617,48460/1/47120/144128/47735/551278/372763/997267/551280/50425/986465/986469
Falculiferidae,245268,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Falklandellidae,983369,48460/1/47120/85493/473790/47187/774775/144114/47628/869842/885340/885377/708355
Falsiformicidae,981257,48460/1/47120/372739/47158/184884/47201/124417/326777/203212
Fanniidae,121214,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992
Fauriellidae,981069,48460/1/47120/372739/47158/184884/83201
Feaellidae,432743,48460/1/47120/245097/47119/172373/372858/172374
Fedrizziidae,1305510,48460/1/47120/245097/47119/52788/129762/52790/1270122/1123045/1270547
Feltriidae,569180,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495539
Fenicheliidae,245270,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245206
Fergusoninidae,373023,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/603713
Figitidae,203209,48460/1/47120/372739/47158/184884/47201/124417/981280/55593
Filistatidae,49331,48460/1/47120/245097/47119/47118/120474/367158/367178
Fissiphalliidae,535015,48460/1/47120/245097/47119/47367/202277/526082/534091
Flatidae,52074,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Fontariidae,997993,48460/1/47120/144128/47735/551278/372763/997267/372784/47734
Fonteferridae,1510853,48460/1/47120/245097/47119/47118/120474/342614/319384
Forficulidae,49528,48460/1/47120/372739/47158/184884/47793/713334/713335/949881/713337
Formicidae,47336,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340
Fortuynidae,373025,48460/1/47120/245097/47119/52788/129763/81508/332183
Fortuyniidae,464076,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/245052
Fosshageniidae,1190911,48460/1/47120/85493/473790/1091452/121643/774777/774778/85507
Franklinothripidae,1377482,48460/1/47120/372739/47158/184884/83201/372872/1377478
Fratiidae,1066746,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/1066595
Freyanidae,245267,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Freyaniidae,373026,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845
Frontipodopsidae,982541,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/495539
Fuhrmannodesmidae,154956,48460/1/47120/144128/47735/551278/372763/997267/372784/47734/711088/841314/998717
Fujientomidae,996449,48460/1/47120/372739/243773/83242/1397967
Fulgoridae,54944,48460/1/47120/372739/47158/184884/47744/125816/372860/52073
Gabucinidae,373027,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Gabuciniidae,982244,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/152845/1466413/1466262
Gadilicolidae,1025257,48460/1/47120/85493/473790/1091452/121643/774777/774779/85514/997010
Gagrellidae,372907,48460/1/47120/245097/47119/47367/372840/61350
Galacticidae,417181,48460/1/47120/372739/47158/184884/47157/417180
Galatheacarididae,983161,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/342912
Galatheidae,117667,48460/1/47120/85493/473790/47187/774775/144113/47186/118451/123825/47806
